episode_number,user_id,episode_id,source,created_at,updated_at,tv_show_name,episode_season_number
10,21667900,6440865,season-detail,2018-08-04 16:13:19,2018-08-04 16:13:19,Vikings,5
1,21667900,6443732,season-detail,2018-10-28 06:19:48,2018-10-28 06:19:48,Chilling Adventures of Sabrina,1
1,21667900,6447393,season-detail,2018-07-25 07:32:49,2018-07-25 07:32:49,Life Sentence,1
2,21667900,6447396,season-detail,2018-07-25 09:35:10,2018-07-25 09:35:10,Life Sentence,1
4,21667900,6447397,season-detail,2018-07-25 16:07:07,2018-07-25 16:07:07,Life Sentence,1
3,21667900,6447398,season-detail,2018-07-25 10:47:21,2018-07-25 10:47:21,Life Sentence,1
5,21667900,6447399,season-detail,2018-07-26 15:58:15,2018-07-26 15:58:15,Life Sentence,1
6,21667900,6447403,season-detail,2018-07-26 16:44:31,2018-07-26 16:44:31,Life Sentence,1
2,21667900,6461783,season-detail,2018-11-11 12:15:12,2018-11-11 12:15:12,You,1
3,21667900,6461784,season-detail,2018-11-11 16:21:43,2018-11-11 16:21:43,You,1
4,21667900,6461785,season-detail,2018-11-11 17:14:39,2018-11-11 17:14:39,You,1
5,21667900,6461786,season-detail,2018-11-12 04:50:26,2018-11-12 04:50:26,You,1
6,21667900,6461787,season-detail,2018-11-12 05:41:56,2018-11-12 05:41:56,You,1
7,21667900,6461788,season-detail,2018-11-12 13:25:04,2018-11-12 13:25:04,You,1
8,21667900,6461789,season-detail,2018-11-12 13:27:43,2018-11-12 13:27:43,You,1
9,21667900,6461791,season-detail,2018-11-13 04:51:49,2018-11-13 04:51:49,You,1
7,21667900,6461931,season-detail,2018-07-27 10:48:56,2018-07-27 10:48:56,Life Sentence,1
8,21667900,6461933,season-detail,2018-07-28 02:09:05,2018-07-28 02:09:05,Life Sentence,1
9,21667900,6461935,season-detail,2018-07-28 02:09:05,2018-07-28 02:09:05,Life Sentence,1
1,21667900,6492992,season-detail,2018-07-29 10:05:52,2018-07-29 10:05:52,Patrick Melrose,1
2,21667900,6492993,season-detail,2018-07-29 11:16:44,2018-07-29 11:16:44,Patrick Melrose,1
3,21667900,6492994,season-detail,2018-07-29 13:15:03,2018-07-29 13:15:03,Patrick Melrose,1
4,21667900,6492995,season-detail,2018-07-29 15:43:07,2018-07-29 15:43:07,Patrick Melrose,1
5,21667900,6492996,season-detail,2018-07-30 10:24:26,2018-07-30 10:24:26,Patrick Melrose,1
10,21667900,6508120,season-detail,2018-07-28 11:04:38,2018-07-28 11:04:38,Life Sentence,1
11,21667900,6508121,season-detail,2018-07-28 16:53:59,2018-07-28 16:53:59,Life Sentence,1
12,21667900,6508122,season-detail,2018-07-28 16:54:00,2018-07-28 16:54:00,Life Sentence,1
13,21667900,6508124,season-detail,2018-07-29 04:30:17,2018-07-29 04:30:17,Life Sentence,1
1,21667900,6603759,season-detail,2018-09-28 16:19:37,2018-09-28 16:19:37,The Sinner,2
1,21667900,6605059,season-detail,2018-11-19 10:42:39,2018-11-19 10:42:39,My Brilliant Friend,1
2,21667900,6605060,season-detail,2018-11-21 04:44:04,2018-11-21 04:44:04,My Brilliant Friend,1
3,21667900,6605062,season-detail,2018-11-28 09:35:14,2018-11-28 09:35:14,My Brilliant Friend,1
4,21667900,6605063,season-detail,2018-11-28 14:07:08,2018-11-28 14:07:08,My Brilliant Friend,1
5,21667900,6605069,season-detail,2018-12-03 12:18:40,2018-12-03 12:18:40,My Brilliant Friend,1
6,21667900,6605070,season-detail,2018-12-04 09:17:02,2018-12-04 09:17:02,My Brilliant Friend,1
10,21667900,6609867,season-detail,2018-11-13 05:39:53,2018-11-13 05:39:53,You,1
1,21667900,6623548,season-detail,2018-10-23 16:34:58,2018-10-23 16:34:58,The Haunting,1
2,21667900,6623549,season-detail,2018-10-24 13:03:14,2018-10-24 13:03:14,The Haunting,1
3,21667900,6623550,season-detail,2018-10-25 13:38:18,2018-10-25 13:38:18,The Haunting,1
4,21667900,6623551,season-detail,2018-10-25 16:30:16,2018-10-25 16:30:16,The Haunting,1
5,21667900,6623552,season-detail,2018-10-28 16:42:31,2018-10-28 16:42:31,The Haunting,1
6,21667900,6623553,season-detail,2018-10-29 10:14:45,2018-10-29 10:14:45,The Haunting,1
7,21667900,6623554,season-detail,2018-10-29 11:25:33,2018-10-29 11:25:33,The Haunting,1
8,21667900,6623555,season-detail,2018-10-29 12:12:02,2018-10-29 12:12:02,The Haunting,1
9,21667900,6623556,season-detail,2018-10-29 13:32:23,2018-10-29 13:32:23,The Haunting,1
10,21667900,6623557,season-detail,2018-10-29 16:40:44,2018-10-29 16:40:44,The Haunting,1
1,21667900,6663506,season-detail,2018-08-13 09:32:31,2018-08-13 09:32:31,Harlots,2
2,21667900,6663507,season-detail,2018-08-13 10:36:30,2018-08-13 10:36:30,Harlots,2
1,21667900,6668931,season-detail,2018-07-09 16:31:31,2018-07-09 16:31:31,Sharp Objects,1
12,21667900,6680177,season-detail,2018-07-06 16:42:14,2018-07-06 16:42:14,The Handmaid's Tale,2
1,21667900,6691369,season-detail,2018-12-03 07:06:36,2018-12-03 07:06:36,Nightflyers,1
2,21667900,6699988,season-detail,2018-10-14 10:16:13,2018-10-14 10:16:13,The Affair,4
3,21667900,6699991,season-detail,2018-10-14 10:17:29,2018-10-14 10:17:29,The Affair,4
4,21667900,6699995,season-detail,2018-10-14 13:06:42,2018-10-14 13:06:42,The Affair,4
2,21667900,6704931,season-detail,2018-07-16 10:23:44,2018-07-16 10:23:44,Sharp Objects,1
3,21667900,6704933,season-detail,2018-07-23 16:14:14,2018-07-23 16:14:14,Sharp Objects,1
4,21667900,6704934,season-detail,2018-07-30 12:07:08,2018-07-30 12:07:08,Sharp Objects,1
5,21667900,6704936,season-detail,2018-08-06 05:20:01,2018-08-06 05:20:01,Sharp Objects,1
6,21667900,6704940,season-detail,2018-08-13 12:16:30,2018-08-13 12:16:30,Sharp Objects,1
0,21667900,6704942,season-detail,2018-08-20 14:29:49,2018-08-20 14:29:49,Sharp Objects,1
8,21667900,6704944,season-detail,2018-08-27 10:41:39,2018-08-27 10:41:39,Sharp Objects,1
1,21667900,6718810,episode-detail,2018-08-05 05:58:03,2018-08-05 05:58:03,Anne with an E,2
1,21667900,6732018,season-detail,2018-09-26 07:01:55,2018-09-26 07:01:55,This Is Us,3
0,21667900,6733478,season-detail,2018-10-27 06:58:02,2018-10-27 06:58:02,Legacies,1
11,21667900,6741827,season-detail,2018-07-06 10:56:42,2018-07-06 10:56:42,The Handmaid's Tale,2
2,21667900,6751906,episode-detail,2018-08-05 05:58:14,2018-08-05 05:58:14,Anne with an E,2
3,21667900,6751907,episode-detail,2018-08-05 09:52:49,2018-08-05 09:52:49,Anne with an E,2
4,21667900,6751908,episode-detail,2018-08-05 10:26:45,2018-08-05 10:26:45,Anne with an E,2
5,21667900,6751909,episode-detail,2018-08-05 12:53:48,2018-08-05 12:53:48,Anne with an E,2
6,21667900,6751910,episode-detail,2018-08-05 13:53:50,2018-08-05 13:53:50,Anne with an E,2
7,21667900,6751911,episode-detail,2018-08-05 16:24:25,2018-08-05 16:24:25,Anne with an E,2
8,21667900,6751912,episode-detail,2018-08-06 04:24:23,2018-08-06 04:24:23,Anne with an E,2
9,21667900,6751913,episode-detail,2018-08-06 08:08:29,2018-08-06 08:08:29,Anne with an E,2
10,21667900,6751914,episode-detail,2018-08-06 09:19:34,2018-08-06 09:19:34,Anne with an E,2
1,21667900,6751988,season-detail,2018-09-21 07:30:31,2018-09-21 07:30:31,Sacred Games,1
3,21667900,6757351,season-detail,2018-08-13 15:36:32,2018-08-13 15:36:32,Harlots,2
4,21667900,6757353,season-detail,2018-08-13 15:36:33,2018-08-13 15:36:33,Harlots,2
5,21667900,6757355,season-detail,2018-08-14 12:53:04,2018-08-14 12:53:04,Harlots,2
2,21667900,6757792,season-detail,2018-09-29 04:17:55,2018-09-29 04:17:55,The Sinner,2
3,21667900,6757793,season-detail,2018-09-29 05:03:35,2018-09-29 05:03:35,The Sinner,2
4,21667900,6757794,season-detail,2018-09-29 07:16:47,2018-09-29 07:16:47,The Sinner,2
5,21667900,6757795,season-detail,2018-09-29 13:59:26,2018-09-29 13:59:26,The Sinner,2
6,21667900,6757796,season-detail,2018-09-30 04:30:09,2018-09-30 04:30:09,The Sinner,2
7,21667900,6757798,season-detail,2018-09-30 10:07:05,2018-09-30 10:07:05,The Sinner,2
8,21667900,6757799,season-detail,2018-09-30 12:58:46,2018-09-30 12:58:46,The Sinner,2
2,21667900,6762370,season-detail,2018-10-28 12:33:42,2018-10-28 12:33:42,Chilling Adventures of Sabrina,1
3,21667900,6762371,season-detail,2018-10-29 04:47:37,2018-10-29 04:47:37,Chilling Adventures of Sabrina,1
4,21667900,6762372,season-detail,2018-10-30 04:19:38,2018-10-30 04:19:38,Chilling Adventures of Sabrina,1
5,21667900,6762373,season-detail,2018-10-30 05:25:27,2018-10-30 05:25:27,Chilling Adventures of Sabrina,1
6,21667900,6762374,season-detail,2018-11-18 09:25:50,2018-11-18 09:25:50,Chilling Adventures of Sabrina,1
0,21667900,6762380,season-detail,2018-08-18 06:00:07,2018-08-18 06:00:07,Harlots,2
7,21667900,6762384,season-detail,2018-08-18 16:10:56,2018-08-18 16:10:56,Harlots,2
8,21667900,6762387,season-detail,2018-08-24 10:26:41,2018-08-24 10:26:41,Harlots,2
11,21667900,6767246,season-detail,2018-11-29 07:25:29,2018-11-29 07:25:29,Vikings,5
1,21667900,6767346,season-detail,2018-11-07 16:39:49,2018-11-07 16:39:49,Homecoming (2018),1
1,21667900,6767937,season-detail,2018-09-26 03:31:51,2018-09-26 03:31:51,The Dragon Prince,1
2,21667900,6772359,season-detail,2018-11-03 09:27:38,2018-11-03 09:27:38,Legacies,1
1,21667900,6775549,episode-detail,2018-09-23 04:46:04,2018-09-23 04:46:04,Maniac (2018),1
2,21667900,6775581,season-detail,2018-09-23 05:49:10,2018-09-23 05:49:10,Maniac (2018),1
3,21667900,6775582,season-detail,2018-09-23 08:29:54,2018-09-23 08:29:54,Maniac (2018),1
4,21667900,6775591,season-detail,2018-09-23 12:08:08,2018-09-23 12:08:08,Maniac (2018),1
5,21667900,6775594,season-detail,2018-09-23 16:12:02,2018-09-23 16:12:02,Maniac (2018),1
6,21667900,6775597,season-detail,2018-09-24 10:03:18,2018-09-24 10:03:18,Maniac (2018),1
7,21667900,6775599,episode-detail,2018-09-24 10:29:22,2018-09-24 10:29:22,Maniac (2018),1
8,21667900,6775600,season-detail,2018-09-24 11:00:05,2018-09-24 11:00:05,Maniac (2018),1
9,21667900,6775601,season-detail,2018-09-24 12:07:49,2018-09-24 12:07:49,Maniac (2018),1
10,21667900,6775602,season-detail,2018-09-24 13:50:37,2018-09-24 13:50:37,Maniac (2018),1
1,21667900,6780571,season-detail,2018-11-06 16:24:05,2018-11-06 16:24:05,Outlander,4
1,21667900,6786303,season-detail,2018-11-23 05:37:23,2018-11-23 05:37:23,A Discovery of Witches,1
6,21667900,6800417,season-detail,2018-08-22 10:00:32,2018-08-22 10:00:32,Harlots,2
2,21667900,6818364,season-detail,2018-11-23 07:13:21,2018-11-23 07:13:21,A Discovery of Witches,1
3,21667900,6818365,season-detail,2018-11-23 09:15:23,2018-11-23 09:15:23,A Discovery of Witches,1
1,21667900,6821139,season-detail,2018-11-11 10:36:59,2018-11-11 10:36:59,You,1
2,21667900,6824664,season-detail,2018-09-26 04:03:45,2018-09-26 04:03:45,The Dragon Prince,1
3,21667900,6824666,season-detail,2018-09-26 04:59:21,2018-09-26 04:59:21,The Dragon Prince,1
4,21667900,6824667,season-detail,2018-09-26 05:51:29,2018-09-26 05:51:29,The Dragon Prince,1
2,21667900,6826606,season-detail,2018-10-03 09:49:36,2018-10-03 09:49:36,This Is Us,3
5,21667900,6827108,season-detail,2018-09-26 08:44:02,2018-09-26 08:44:02,The Dragon Prince,1
6,21667900,6827109,season-detail,2018-09-26 09:11:10,2018-09-26 09:11:10,The Dragon Prince,1
7,21667900,6827110,season-detail,2018-09-26 09:41:10,2018-09-26 09:41:10,The Dragon Prince,1
8,21667900,6827111,season-detail,2018-09-26 10:13:15,2018-09-26 10:13:15,The Dragon Prince,1
9,21667900,6827112,episode-detail,2018-09-26 10:44:07,2018-09-26 10:44:07,The Dragon Prince,1
4,21667900,6828299,season-detail,2018-11-23 09:15:26,2018-11-23 09:15:26,A Discovery of Witches,1
5,21667900,6828300,season-detail,2018-11-23 10:35:07,2018-11-23 10:35:07,A Discovery of Witches,1
6,21667900,6828301,season-detail,2018-11-23 16:17:29,2018-11-23 16:17:29,A Discovery of Witches,1
7,21667900,6828302,season-detail,2018-11-24 04:46:14,2018-11-24 04:46:14,A Discovery of Witches,1
8,21667900,6828304,season-detail,2018-11-24 05:34:37,2018-11-24 05:34:37,A Discovery of Witches,1
7,21667900,6833043,season-detail,2018-10-08 07:32:00,2018-10-08 07:32:00,Sharp Objects,1
3,21667900,6834583,season-detail,2018-10-10 10:33:47,2018-10-10 10:33:47,This Is Us,3
4,21667900,6838801,season-detail,2018-10-18 04:31:32,2018-10-18 04:31:32,This Is Us,3
2,21667900,6843164,season-detail,2018-11-17 12:25:56,2018-11-17 12:25:56,Homecoming (2018),1
1,21667900,6846157,season-detail,2018-12-05 10:58:30,2018-12-05 10:58:30,The Marvelous Mrs. Maisel,2
5,21667900,6847938,season-detail,2018-10-25 09:17:22,2018-10-25 09:17:22,This Is Us,3
6,21667900,6849207,season-detail,2018-11-01 04:55:38,2018-11-01 04:55:38,This Is Us,3
7,21667900,6859271,season-detail,2018-11-15 04:51:32,2018-11-15 04:51:32,This Is Us,3
8,21667900,6859763,season-detail,2018-11-21 08:18:41,2018-11-21 08:18:41,This Is Us,3
1,21667900,6875492,season-detail,2018-11-20 05:33:17,2018-11-20 05:33:17,The Last Kingdom,3
2,21667900,6879259,season-detail,2018-11-13 07:40:56,2018-11-13 07:40:56,Outlander,4
3,21667900,6879260,season-detail,2018-11-19 09:42:16,2018-11-19 09:42:16,Outlander,4
4,21667900,6879261,season-detail,2018-11-26 05:18:17,2018-11-26 05:18:17,Outlander,4
5,21667900,6879271,season-detail,2018-12-03 05:58:04,2018-12-03 05:58:04,Outlander,4
1,21667900,6880370,season-detail,2018-10-27 07:58:04,2018-10-27 07:58:04,Legacies,1
9,21667900,6898822,season-detail,2018-11-28 16:15:19,2018-11-28 16:15:19,This Is Us,3
2,21667900,6910000,season-detail,2018-11-20 08:56:51,2018-11-20 08:56:51,The Last Kingdom,3
3,21667900,6910001,season-detail,2018-11-20 10:18:08,2018-11-20 10:18:08,The Last Kingdom,3
4,21667900,6910002,season-detail,2018-11-20 12:38:35,2018-11-20 12:38:35,The Last Kingdom,3
5,21667900,6910003,episode-detail,2018-11-20 16:28:20,2018-11-20 16:28:20,The Last Kingdom,3
6,21667900,6910004,season-detail,2018-11-21 05:52:52,2018-11-21 05:52:52,The Last Kingdom,3
7,21667900,6910005,season-detail,2018-11-22 09:50:38,2018-11-22 09:50:38,The Last Kingdom,3
8,21667900,6910006,season-detail,2018-11-22 11:38:41,2018-11-22 11:38:41,The Last Kingdom,3
9,21667900,6910007,season-detail,2018-11-22 16:36:58,2018-11-22 16:36:58,The Last Kingdom,3
10,21667900,6910009,season-detail,2018-11-23 04:36:18,2018-11-23 04:36:18,The Last Kingdom,3
