uuid,user_id,vote_key,movie_name,episode_id
dff438eb-b027-4ea1-992f-47be0316a030,21667900,dff438eb-b027-4ea1-992f-47be0316a030-21667900-30,Killers of the Flower Moon,0
f3f93889-9256-4be9-883a-59ffeebb4a45,21667900,f3f93889-9256-4be9-883a-59ffeebb4a45-21667900-37,Rango,0
296188ad-0e0f-439b-976c-6c003001fc3e,21667900,296188ad-0e0f-439b-976c-6c003001fc3e-21667900-18,青春ブタ野郎はゆめみる少女の夢を見ない,0
d94ec16c-643c-4127-81df-6d4d27af480f,21667900,d94ec16c-643c-4127-81df-6d4d27af480f-21667900-34,Se7en,0
984a8eb2-b9ac-4130-807b-eac5e97769ac,21667900,984a8eb2-b9ac-4130-807b-eac5e97769ac-21667900-28,GoodFellas,0
d669ed28-7f06-4bae-afc1-b35c68bf59a2,21667900,d669ed28-7f06-4bae-afc1-b35c68bf59a2-21667900-28,Stand by Me,0
c9881b74-3725-404c-9c4d-244c732223a4,21667900,c9881b74-3725-404c-9c4d-244c732223a4-21667900-32,Aftersun,0
6254be80-6383-4767-961e-2f13d98e2676,21667900,6254be80-6383-4767-961e-2f13d98e2676-21667900-28,1917,0
5be9addb-13f5-4060-bb3b-ca49543a3fdf,21667900,5be9addb-13f5-4060-bb3b-ca49543a3fdf-21667900-37,Malignant,0
1a3e79f6-6040-4ad1-adb4-47766ded71ff,21667900,1a3e79f6-6040-4ad1-adb4-47766ded71ff-21667900-28,Mulholland Dr.,0
3c777a93-63aa-4a39-bfd3-0ac69dc2527e,21667900,3c777a93-63aa-4a39-bfd3-0ac69dc2527e-21667900-28,Kingdom of Heaven,0
bc8479c9-f32a-4626-a18e-034608700490,21667900,bc8479c9-f32a-4626-a18e-034608700490-21667900-35,"tick, tick...BOOM!",0
ea25eff1-d708-4db4-a5d9-3f75985b887c,21667900,ea25eff1-d708-4db4-a5d9-3f75985b887c-21667900-32,Toy Story 3,0
c893588c-e4cc-4147-86cf-d2d025b2f9a7,21667900,c893588c-e4cc-4147-86cf-d2d025b2f9a7-21667900-30,Friends: The Reunion,0
