season_number,episode_number,episode_id,user_id,uuid,vote_key,series_name
4,6,7402644,21667900,e542eb64-fe79-453f-933d-bae888b59021,7402644-21667900-29,This Is Us
1,9,7422384,21667900,ba567a80-7277-4a99-a9ce-8921f3aafdad,7422384-21667900-3,Watchmen
1,4,7432830,21667900,6a348886-4ab1-4d2b-adce-9878d02c13c4,7432830-21667900-3,His Dark Materials
1,5,7432832,21667900,78cf8be4-bd0d-49b2-add1-b3bf68ac0534,7432832-21667900-3,His Dark Materials
3,7,7447930,21667900,7a41ac56-dba2-437c-9916-fcc1a54b6caa,7447930-21667900-3,The Crown
2,7,7448021,21667900,490644fb-0d97-4ee8-9f7e-1de2983b2504,7448021-21667900-3,You
5,5,7459168,21667900,a18cfa45-c679-4374-9f9e-2d660e0155f3,7459168-21667900-3,Lucifer
5,8,7459171,21667900,5dde03a6-bfb3-441a-a2c6-3b00974697a6,7459171-21667900-3,Lucifer
4,3,7465728,21667900,d23b7540-ff1b-4f4c-9ab7-8d4db53bde48,7465728-21667900-3,The Man in the High Castle
4,4,7465731,21667900,7bc1f9f6-3ec1-43a2-8e69-5c5fadf325c1,7465731-21667900-3,The Man in the High Castle
4,6,7465735,21667900,df4f5d98-aec9-41f1-abb0-375838927016,7465735-21667900-3,The Man in the High Castle
4,7,7465736,21667900,859104db-c940-47b5-9825-511245a48ef5,7465736-21667900-3,The Man in the High Castle
4,8,7465737,21667900,883766d3-04c9-41c8-9535-ebe6b0ea7c1e,7465737-21667900-3,The Man in the High Castle
4,9,7465738,21667900,28e04bcb-0ff2-4fbf-ab8a-c7987dc79cd0,7465738-21667900-3,The Man in the High Castle
4,10,7465741,21667900,b7dc29a5-762b-4301-b6a7-c058f694aa51,7465741-21667900-3,The Man in the High Castle
1,1,7478806,21667900,c9e43346-097f-4806-90ec-4d532c5e8a05,7478806-21667900-29,Messiah (2020)
1,1,7541802,21667900,9dfc3359-5ee1-4ab0-846d-578e3da0ee01,7541802-21667900-3,The Undoing
1,4,7553443,21667900,e21afb50-1281-44b5-85b1-ea0488d89b34,7553443-21667900-3,Unorthodox
4,18,7597570,21667900,77f1310a-74fc-43f3-88f6-0492cc73e415,7597570-21667900-3,This Is Us
1,3,7611876,21667900,15f8e5ca-ece0-4d25-b21c-944ff439d28f,7611876-21667900-3,Tales from the Loop
1,4,7611877,21667900,a237792a-a3d4-4e95-83d7-47b6155ce291,7611877-21667900-3,Tales from the Loop
1,5,7611878,21667900,c091ebe5-dfcf-4de2-a485-8542a438ad86,7611878-21667900-3,Tales from the Loop
1,6,7611880,21667900,34122f4f-b17d-468b-b30d-3c26d97df201,7611880-21667900-3,Tales from the Loop
1,5,7614197,21667900,e3b5735b-4806-4d72-a52a-037bc8a39a77,7614197-21667900-3,Little Fires Everywhere
3,10,7620105,21667900,5135e1f7-07ec-482a-96f1-dab3bd355eec,7620105-21667900-3,Ozark
1,2,7620959,21667900,4d57e210-123b-4797-87dc-9ed900a69a4a,7620959-21667900-3,The Undoing
2,4,7812919,21667900,09e1a5de-da89-4a7a-ade1-e7de6e1f73c2,7812919-21667900-3,The Boys
2,7,7812925,21667900,ca6439d5-99d9-468f-8cae-df2facecccf6,7812925-21667900-3,The Boys
2,8,7812926,21667900,047cfe63-3f84-45bd-a77a-65154c92cf16,7812926-21667900-3,The Boys
1,4,7877067,21667900,0b9d797c-065b-4ed5-ac17-e840ed6c04eb,7877067-21667900-3,The Undoing
1,6,7877071,21667900,4a643166-96d5-455a-91a7-688abc47b691,7877071-21667900-3,The Undoing
4,1,7896442,21667900,fd2c675b-869c-4ff1-8667-3784d51681b7,7896442-21667900-3,The Crown
4,2,7896631,21667900,0ac4ef8f-936d-4a10-a314-a719077586d1,7896631-21667900-3,The Crown
4,3,7896632,21667900,2e01bb78-80c1-4895-8afe-0c2b502ec06a,7896632-21667900-3,The Crown
4,8,7896637,21667900,f55edaf0-c701-4b6f-8f96-69b9880b31e2,7896637-21667900-3,The Crown
4,9,7896638,21667900,9f125f37-77a8-4c7a-8ff0-48c09368b347,7896638-21667900-3,The Crown
4,10,7896640,21667900,b1ae18d2-f55c-4e87-baca-928efd2487aa,7896640-21667900-3,The Crown
1,1,7896976,21667900,475fe819-f352-491b-bd27-a6ff0691f0fa,7896976-21667900-3,Bad Boy Billionaires: India
5,1,7905328,21667900,b6057818-fedf-454d-b524-6cb86cf372a8,7905328-21667900-3,This Is Us
5,2,7905559,21667900,601b7ea1-d3d0-49cf-811c-f50e2fa02cc8,7905559-21667900-3,This Is Us
1,2,7977905,21667900,0e3ce344-b032-46c9-87eb-f4ea8c8d8f7e,7977905-21667900-3,Bad Boy Billionaires: India
1,3,7977909,21667900,0d8c54a9-f1c4-4b6a-abb7-a421f410a106,7977909-21667900-3,Bad Boy Billionaires: India
5,3,7992608,21667900,4afa7fbf-6ea7-4043-8974-919c9997954a,7992608-21667900-3,This Is Us
2,3,7993541,21667900,320775a7-7741-433e-bbd6-25908cff1389,7993541-21667900-3,The Mandalorian
2,5,7993544,21667900,683b0d1b-1f5c-41eb-9f36-047756666c39,7993544-21667900-3,The Mandalorian
2,6,7993545,21667900,167e93ab-a0cc-4e83-940d-c6a40873cb37,7993545-21667900-29,The Mandalorian
1,8,7995063,21667900,66437d05-19ab-4656-b9b2-8d70f1d9fb41,7995063-21667900-3,Bridgerton
5,4,8022000,21667900,22ca6838-550e-48f5-940c-47e95ee8617f,8022000-21667900-3,This Is Us
1,2,8043108,21667900,e0206c1d-2334-491e-a69d-63d24723cd12,8043108-21667900-3,WandaVision
1,4,8043110,21667900,1187bda4-46cd-477f-a013-f00aff60c053,8043110-21667900-3,WandaVision
1,5,8043111,21667900,c01b6e4d-8efc-456f-be63-5f89e3c893ad,8043111-21667900-3,WandaVision
1,6,8043112,21667900,4d05c857-d150-4369-8620-290ab31a0eff,8043112-21667900-3,WandaVision
1,10,8064491,21667900,d2c4214f-a9dd-4197-b200-5d28acd269d3,8064491-21667900-29,A Teacher
1,7,8105217,21667900,d7cd592d-1634-4e2d-9ee2-a3bc3ec04114,8105217-21667900-3,WandaVision
1,8,8105218,21667900,cba0837e-6b59-41d9-9635-81d23869238a,8105218-21667900-3,WandaVision
1,9,8120638,21667900,abe880ff-0902-4a06-abb4-87d3a290fa34,8120638-21667900-3,WandaVision
5,8,8129477,21667900,87d43d96-7ba0-4dc2-afe0-56e651f06cac,8129477-21667900-3,This Is Us
5,9,8212911,21667900,2599f914-b9f7-42df-8b9d-48283266da93,8212911-21667900-3,This Is Us
5,10,8214191,21667900,5a89e89a-0ac1-45eb-b509-30f6e20b2d3a,8214191-21667900-3,This Is Us
