folder_id,archived,created_at,diffusion,updated_at,active,notification_type,notification_offset,tv_show_name,user_id,tv_show_id
,0,2022-06-26 21:57:39,original,2022-06-26 21:57:39,1,2,1440,Crash Landing on You,21667900,368385
,0,2020-10-19 10:47:42,original,2020-10-19 10:47:42,1,2,1440,Inside Bill's Brain: Decoding Bill Gates,21667900,368452
,0,2022-04-03 02:34:49,original,2022-04-03 02:34:49,1,2,1440,Moon Knight,21667900,368611
,0,2022-04-15 00:46:32,original,2022-04-15 00:46:32,1,2,1440,Ms. Marvel,21667900,368612
,0,2022-04-15 00:46:32,original,2022-04-15 00:46:32,1,2,1440,She-Hulk: Attorney at Law,21667900,368613
,0,2020-09-15 09:03:12,original,2020-09-15 09:03:12,1,2,1440,Raised by Wolves (2020),21667900,368643
,0,2023-09-26 01:42:49,original,2023-09-26 01:42:49,1,2,1440,The Great,21667900,369301
,0,2020-08-08 03:28:16,original,2020-08-08 03:28:16,1,2,1440,The Undoing,21667900,369307
,0,2021-04-25 05:55:25,original,2021-04-25 05:55:25,1,2,1440,Shadow and Bone,21667900,369844
,0,2020-07-22 07:39:17,original,2020-07-22 07:39:17,1,2,1440,Cursed (2020),21667900,369950
,0,2021-05-31 15:05:20,original,2021-05-31 15:05:20,1,2,1440,Mare of Easttown,21667900,370112
,0,2022-08-21 20:14:43,original,2022-08-21 20:14:43,1,2,1440,House of the Dragon,21667900,371572
,0,2020-08-08 03:27:50,original,2020-08-08 03:27:55,1,2,1440,Normal People,21667900,371806
,0,2022-02-14 05:05:50,original,2022-02-14 05:05:50,1,2,1440,Virgin River,21667900,371972
,0,2020-09-15 09:03:10,original,2020-09-15 09:03:10,1,2,1440,The Gift (2019),21667900,372912
,0,2021-03-17 03:06:38,original,2021-03-17 03:06:38,1,2,1440,Messiah (2020),21667900,373186
,0,2023-01-17 01:28:49,original,2023-01-17 01:28:49,1,2,1440,"Hi Bye, Mama!",21667900,373415
,0,2020-07-16 06:05:06,original,2020-07-16 06:05:06,1,2,1440,The Stranger,21667900,374977
,1,2020-07-16 06:04:57,original,2020-08-19 09:15:06,1,2,1440,I Am Not Okay With This,21667900,375998
,0,2020-08-05 16:24:34,original,2020-08-05 16:24:34,1,2,1440,Unorthodox,21667900,376122
,0,2023-01-11 03:44:43,original,2023-01-11 03:44:43,1,2,1440,Alice in Borderland (2020),21667900,376472
,0,2021-10-05 10:59:37,original,2021-10-05 10:59:37,1,2,1440,Nine Perfect Strangers,21667900,376815
,0,2022-07-01 12:51:07,original,2022-07-01 12:51:07,1,2,1440,It's Okay to Not Be Okay,21667900,377955
,0,2020-07-22 07:39:27,original,2020-07-22 07:39:27,1,2,1440,The English Game,21667900,378014
,0,2020-07-30 13:34:29,original,2020-07-30 13:34:29,1,2,1440,Jeffrey Epstein: Filthy Rich,21667900,378477
,0,2021-11-23 16:36:21,original,2021-11-23 16:36:21,1,2,1440,Ted Lasso,21667900,383203
,0,2021-10-10 13:23:36,original,2021-10-10 13:23:36,1,2,1440,Squid Game,21667900,383275
,0,2022-08-10 12:44:29,original,2022-08-10 12:44:29,1,2,1440,Snowdrop,21667900,387021
,0,2020-11-11 11:04:51,original,2020-11-11 11:04:51,1,2,1440,The Queen's Gambit,21667900,387115
,0,2020-10-08 06:30:27,original,2020-10-08 06:30:27,1,2,1440,Bad Boy Billionaires: India,21667900,387191
,0,2023-01-11 03:44:59,original,2023-01-11 03:44:59,1,2,1440,The White Lotus,21667900,390430
,0,2022-05-30 02:46:32,original,2022-05-30 02:46:34,0,2,1440,KinnPorsche,21667900,391992
,0,2023-03-11 22:33:44,original,2023-03-11 22:33:44,1,2,1440,The Last of Us,21667900,392256
,0,2023-01-12 18:56:22,original,2023-01-12 18:56:22,1,2,1440,Ginny & Georgia,21667900,393625
,0,2021-10-05 10:58:34,original,2021-10-05 10:58:34,1,2,1440,Scenes From A Marriage (US),21667900,394109
,0,2023-01-12 18:56:25,original,2023-01-12 18:56:25,1,2,1440,Wednesday,21667900,397060
,0,2022-07-24 01:04:49,original,2022-07-24 01:04:49,1,2,1440,My Name,21667900,397441
,0,2022-08-10 12:46:26,original,2022-08-10 12:46:26,1,2,1440,Our Beloved Summer,21667900,398815
,0,2023-05-28 21:19:08,original,2023-05-28 21:19:08,1,2,1440,Yellowjackets,21667900,399731
,0,2021-09-30 16:32:24,original,2021-09-30 16:32:24,1,2,1440,Only Murders in the Building,21667900,399959
,0,2023-01-03 17:48:46,original,2023-01-03 17:48:46,1,2,1440,Alchemy of Souls,21667900,401475
,0,2023-05-28 21:19:12,original,2023-05-28 21:19:15,1,2,1440,Love & Death,21667900,402181
,0,2021-10-23 05:14:24,original,2021-10-23 05:14:24,1,2,1440,Komi Can't Communicate,21667900,402412
,0,2023-05-28 21:19:10,original,2023-05-28 21:19:10,1,2,1440,Silo,21667900,403245
,0,2023-01-11 03:44:44,original,2023-01-11 03:44:44,1,2,1440,Kaleidoscope (2023),21667900,410092
,0,2021-10-10 13:23:56,original,2021-10-10 13:23:56,1,2,1440,House of Secrets: The Burari Deaths,21667900,410156
,0,2023-01-01 03:48:04,original,2023-01-01 03:48:04,1,2,1440,The Glory,21667900,411469
,0,2022-03-06 20:59:27,original,2022-03-06 20:59:27,1,2,1440,The Boys Presents: Diabolical,21667900,413188
,0,2023-03-11 22:33:43,original,2023-03-11 22:33:43,1,2,1440,Daisy Jones and The Six,21667900,416580
,0,2022-07-23 01:04:34,original,2022-07-23 01:04:34,1,2,1440,Extraordinary Attorney Woo,21667900,419950
,0,2023-03-11 22:33:49,original,2023-03-11 22:33:49,1,2,1440,MH370: The Plane That Disappeared,21667900,431139
